id,final_lon,final_lat
0,-82.35025976959749,37.866210717096685
1,-91.7394235671793,41.332802212097114
2,-85.17973257091134,38.5911959040047
3,-82.27666570734121,30.44706534191254
4,-79.9151214308695,44.33357701206228
5,-76.52971303594728,39.87103705321534
6,-89.40653134183228,36.776316804292755
7,-77.64784267356897,33.98647803861496
8,-81.24991675738339,39.870085024369445
9,-82.49559390897727,43.95350457941379
10,-84.10301535682193,42.3060726538726
11,-82.09539839383349,36.02420926392309
12,-83.38961920866976,37.79460436200678
13,-79.94745038859396,39.271574150730494
14,-77.44234984468147,37.68550705921659
15,-81.67877318941089,36.96688463441135
16,-90.23340283048988,33.365728728869286
17,-86.34955948546448,41.46856870770208
18,-89.39336950151483,42.136728872736846
19,-87.34180668852325,37.8018472399375
20,-87.87712357532499,37.5543468272326
21,-86.79442817180936,35.30144104143873
22,-86.53803782845458,37.30085952625029
23,-85.53372897092997,43.0389463013113
24,-84.45672441880954,35.44064379693675
25,-76.97852624592686,41.6432228185863
26,-84.88090911426558,33.917660204591755
27,-84.19640052744366,40.63026583028241
28,-86.323855434746,38.645458544475915
29,-80.43069845420612,35.814775776141644
30,-90.87832935737102,33.16013987743748
31,-80.6258926898892,34.14266623249944
32,-81.95282197107198,40.70691757428103
33,-82.06455523657908,39.72031563169829
34,-87.99423712980033,41.39051921107912
35,-82.04865714532164,41.76356082439121
36,-80.06448900297893,33.16856949167529
37,-88.01129782708406,30.773759455272966
38,-80.40261663904491,36.137417706900834
39,-80.73670027218695,42.46476148931066
40,-84.66754370213265,38.50702700612189
41,-80.9583934273044,35.75070879399492
42,-82.49996292112729,36.30683622609943
43,-86.3448275971246,38.76147322981576
44,-80.60608483878879,31.46552997226383
45,-81.91949632793197,36.26071773984349
46,-87.10749469004364,33.09932489313286
47,-78.17614287345626,34.77638078135573
48,-91.27196914075361,40.323894811773116
49,-82.45632229908912,37.52616996903293
50,-85.41162049723262,34.879956102517305
51,-86.30347735556737,39.67499988929503
52,-87.45283446944813,39.18340355054251
53,-85.82864841472045,41.70349368647756
54,-84.792123866313,33.969856050626866
55,-82.10011084325556,37.707195279037684
56,-85.649399332009,40.45863476107847
57,-86.4584738949575,40.89217683770752
58,-82.94789229265783,40.90826598475022
59,-86.26083054152853,34.96540591950383
60,-89.50205463518756,37.37096331968071
61,-75.77548479274323,36.45226200378346
62,-82.64178176742098,38.91101708477517
63,-80.28158866627497,43.06199503067508
64,-94.2489118957947,41.5383515526911
65,-83.51706043075406,39.98234243889763
66,-80.4257523486802,34.74581171880292
67,-90.3342752055066,35.8512782368007
68,-84.57157573759035,42.21543342318533
69,-75.93613053941776,32.24219331849374
70,-93.39711334938275,34.20479128659991
71,-80.5972884051746,35.10308199161774
72,-85.46121420306501,37.73173304127524
73,-81.45023745074798,45.91968237728901
74,-76.1774688909276,36.10836875596161
75,-84.0746422259319,39.463146960016594
76,-88.55945666204734,33.365836182365676
77,-80.2066724064685,38.954085349972345
78,-79.86751966508386,38.429848618990796
79,-84.05338659241093,36.17249473364217
80,-86.110907429166,42.13068316343427
81,-82.30266143322638,43.50056746870406
82,-83.94981644888888,36.10956621312464
83,-92.78665474764827,39.7710943372233
84,-89.65112540089318,39.41237329462504
85,-82.78542301123603,32.87287023627586
86,-85.20317758841303,42.35749735030175
87,-85.86470627912692,33.74230312291895
88,-79.1582638961462,44.2286552304088
89,-85.29599266389657,37.850027066094206
90,-77.12409428302296,40.72279716044691
91,-87.00692709200054,35.46248086762735
92,-81.27989938673775,40.434527674996296
93,-88.82827376390321,36.34525115362705
94,-91.29425999283616,39.408013903925415
95,-74.87501825134524,40.052872226282666
96,-82.36569213565956,38.380710915656195
97,-86.05128291238671,37.46926537858247
98,-83.36690128885795,32.20244604883072
99,-79.55354648032312,39.273359930209715
100,-85.77384096293841,42.018367522811744
101,-80.01553985047994,34.82973679295314
102,-82.40384621508929,39.36677683526059
103,-83.45378792819197,41.457593193708234
104,-79.95959375260752,32.364827230919914
105,-86.6317659253999,43.96342805926019
106,-78.17186614408979,43.14294845665178
107,-86.63750360107872,34.8258765238792
108,-78.18815130317444,40.133831893008335
109,-77.14432965773454,38.82738021663449
110,-82.57514840237772,43.064191831187834
111,-82.65224879376238,39.699424697843845
112,-79.31714018263067,41.257007090857186
113,-84.69896748525576,43.06351854606617
114,-90.31635554628454,43.95291401070745
115,-86.2584436529948,36.769107434855506
116,-88.40534138422953,34.50566812229383
117,-82.09733260280494,33.46390610348879
118,-74.53652207759609,36.559656890359385
119,-79.11024575556702,37.49686117834099
120,-86.20234319126595,42.5427605231419
121,-90.79964128103057,37.97154121114177
122,-83.47043148110667,35.31155374840359
123,-78.57195947149485,37.58631597027791
124,-86.03417399857824,34.341786283435525
125,-77.97273595436029,35.00048645604055
126,-82.91474351794214,47.68417089107973
127,-86.83786934542825,43.69967079868872
128,-84.96013937730437,43.55939492701214
129,-77.6405614929357,35.44628611592367
130,-78.71573275924234,43.337989340080554
131,-84.93968812349311,45.477500557864026
132,-81.74069771331256,43.61508005082003
133,-83.9124669184462,40.05668797442667
134,-87.1162974674354,45.40572746210127
135,-90.1196855843854,44.46186869356971
136,-89.86736353642264,37.85970939808622
137,-91.81712598246594,40.14768497139687
138,-77.84385469205688,39.6258162928165
139,-90.9377836523389,41.97954454968608
140,-84.41255401172499,40.799450592764394
141,-81.76229798685064,42.562682012706105
142,-77.95869981412888,41.31385457359147
143,-88.99405641514277,33.185329181512294
144,-88.56825310355869,35.07671416678821
145,-86.07819188959735,34.64186708309538
146,-85.06625877731666,43.601478194162134
147,-79.21837185715077,33.5152805033572
148,-89.56432857539666,38.60084407104906
149,-78.20518679709592,32.13664204220308
150,-79.39472926399787,40.07468349179814
151,-77.92021862707129,38.120194542699764
152,-80.08461550528918,37.504241569039486
153,-76.00181785552172,33.93698581901823
154,-84.1772601430427,34.337289157500365
155,-89.17600508321662,39.97342923646989
156,-83.40952653704763,38.40527801894876
157,-83.31571414731881,38.38630145988427
158,-80.47203479956913,37.97902535060951
159,-81.18009207977684,39.267187549177414
160,-84.65248175807476,44.86911009673441
161,-77.79990491294086,39.68179775094831
162,-79.58020928989883,38.14716067270628
163,-90.82444634426935,42.651604469366596
164,-84.22197462989398,35.211018506159846
165,-92.76409078052538,39.71145413523827
166,-80.4643919239297,36.27503729104565
167,-83.70264398419617,42.118679786505844
168,-76.60141378244086,37.87782493206103
169,-81.6823319185982,37.062435153590904
170,-82.33199398400753,40.96403701740583
171,-91.34794438654765,36.37619112889639
172,-79.85231326117936,42.38893074894621
173,-85.14828111849526,35.1113417768007
174,-83.63969900692835,39.74249054025927
175,-83.93262919407277,43.58349790722744
176,-77.511065817703,40.607206357345184
177,-88.73122693793104,39.66458467135652
178,-79.24817270192234,35.86479493936555
179,-84.83979074993862,36.1340201857205
180,-85.25833022082148,36.1386408667314
181,-79.74430747159525,43.97910546140022
182,-78.43243782476662,37.311093964445185
183,-83.30726388189714,41.41804287972272
184,-84.42142945551568,37.85348478731693
185,-84.96635787672122,38.095587579138595
186,-85.91089550087983,35.80687206149634
187,-84.46974551912095,36.669563344442516
188,-76.48927465014184,37.46807201372126
189,-84.96044698073479,34.84002475029711
190,-82.13466050020574,40.90424745077187
191,-89.87746780031856,37.48916809814218
192,-84.16467443600072,42.03219928096164
193,-76.17315530868872,35.75812154641214
194,-88.8049077151927,31.72353015607553
195,-83.6033659821928,42.02373552636815
196,-89.57631698190495,34.131892726498236
197,-76.58399878043076,42.55359608744084
198,-80.90146997967662,36.18977093435765
199,-74.05389437337365,37.57566476494879
200,-80.86036711596883,38.45357703688614
201,-84.86643867050356,39.6434250918344
202,-87.23231760414323,37.11992678507568
203,-82.85161260177942,35.94353932572089
204,-88.91587295387174,35.44254803958208
205,-80.88508556519069,39.589314898364336
206,-84.93589992181467,39.75762654555656
207,-89.02525153911085,41.302933788996505
208,-74.5456354719772,41.268847682976656
209,-80.61563178717735,40.25684532596658
210,-86.0143790133291,38.25543528434608
211,-78.46598991562574,33.52301274167222
212,-83.22009781327179,44.06193436711495
213,-78.54805772211913,34.06008240147368
214,-80.86805038464115,35.77373248403718
215,-76.83175627430522,35.73987343748254
216,-90.84342777048006,39.4205187778342
217,-92.04432520324904,44.753675615501635
218,-81.91215567615382,40.59636545750586
219,-82.48842708051163,37.68565840176366
220,-89.534636253609,34.484472343788255
221,-86.48698781317677,40.32313331753329
222,-81.70955355107566,33.27210483188928
223,-79.88058900539626,41.31119580281066
224,-73.51587386089777,34.70773965510003
225,-76.24360298948584,43.19004801983185
226,-82.56811712382675,34.960771910677316
227,-87.2473542392458,35.754487605111606
228,-90.62201221526064,40.32361308016822
229,-90.08772509802684,34.45521455046943
230,-91.68988264167757,32.36735381777296
231,-78.03040658821817,31.766827901984794
232,-79.78804857991597,38.354581482061384
233,-80.50606650720836,41.80896531953543
234,-88.65841305835765,37.531305226477635
235,-82.93416532453949,40.33909742471669
236,-87.25033116708123,39.642872722868525
237,-83.92681959615591,42.58158483927355
238,-90.55191684854013,37.95948998496751
239,-90.29780946287049,43.00216612256873
240,-84.39622053580305,37.04385104306138
241,-77.1848905542643,41.01138720966893
242,-84.39855156345746,33.44664445134754
243,-86.36935938781888,41.63689422296582
244,-83.11078016130163,38.78828293354204
245,-76.39105938735555,35.91333487595612
246,-86.96784432921895,42.61918781039034
